OS,Application,Library
arch,Chromium,libasyncns
arch,Chromium,libxcb-render
arch,Chromium,libstdc++
arch,Chromium,liblzma
arch,Chromium,libgcc_s
arch,Chromium,libpcre
arch,Chromium,libsndfile
arch,Chromium,libXfixes
arch,Chromium,libXdamage
arch,Chromium,libvpx
arch,Chromium,libpthread
arch,Chromium,libfontconfig
arch,Chromium,libdbus-1
arch,Chromium,libopus
arch,Chromium,libavahi-client
arch,Chromium,libthai
arch,Chromium,libXrender
arch,Chromium,libvorbisenc
arch,Chromium,libxvidcore
arch,Chromium,libXcomposite
arch,Chromium,libmount
arch,Chromium,libxslt
arch,Chromium,libepoxy
arch,Chromium,libXi
arch,Chromium,libgomp
arch,Chromium,libfreetype
arch,Chromium,libunistring
arch,Chromium,libresolv
arch,Chromium,libnettle
arch,Chromium,libva-drm
arch,Chromium,libz
arch,Chromium,libexpat
arch,Chromium,libpng16
arch,Chromium,libm
arch,Chromium,libk5crypto
arch,Chromium,libplc4
arch,Audacity,libglib-2.0
arch,Audacity,libbz2
arch,Audacity,libatk-1.0
arch,Audacity,libxkbcommon
arch,Audacity,libXext
arch,Audacity,libICE
arch,Audacity,libgcrypt
arch,Audacity,libfribidi
arch,Audacity,libdl
arch,Audacity,libgobject-2.0
arch,Audacity,libcairo
arch,Audacity,libvorbisfile
arch,Audacity,libnotify
arch,Audacity,libvorbis
arch,Audacity,liblz4
arch,Audacity,libwx_gtk3u_core-3.0
arch,Audacity,libwayland-client
arch,Audacity,libpangoft2-1.0
arch,Audacity,libpangocairo-1.0
arch,Audacity,libgio-2.0
arch,Audacity,libSoundTouch
arch,Audacity,libogg
arch,Audacity,libSM
arch,Audacity,libatspi
arch,Audacity,libsratom-0
arch,Audacity,libwx_gtk3u_qa-3.0
arch,Audacity,libtiff
arch,Audacity,libdb-5.3
arch,Audacity,libFLAC++
arch,Audacity,librt
arch,Audacity,libportSMF
arch,Audacity,libasound
arch,Audacity,libjpeg
arch,Audacity,libxcb
arch,Audacity,libmad
arch,Audacity,libtwolame
arch,Audacity,libvamp-hostsdk
arch,Audacity,libblkid
arch,Audacity,libsoxr
arch,Audacity,libatk-bridge-2.0
arch,Audacity,libuuid
arch,Audacity,libXcursor
arch,Audacity,libgdk-3
arch,Audacity,libwx_gtk3u_html-3.0
arch,Audacity,libwx_gtk3u_adv-3.0
arch,Audacity,libharfbuzz
arch,Audacity,ld-linux-x86-64
arch,Audacity,libpixman-1
arch,Audacity,libXxf86vm
arch,Audacity,libwayland-egl
arch,Audacity,libX11
arch,Audacity,libffi
arch,Audacity,libgtk-3
arch,Audacity,libcairo-gobject
arch,Audacity,libgdk_pixbuf-2.0
arch,Audacity,libFLAC
arch,Audacity,libgpg-error
arch,Audacity,libwx_baseu-3.0
arch,Audacity,libc
arch,Audacity,libwayland-cursor
arch,Audacity,libXdmcp
arch,Audacity,libgmodule-2.0
arch,Audacity,libdatrie
arch,Audacity,libxcb-shm
arch,Audacity,libsystemd
arch,Audacity,libXau
arch,Audacity,libXrandr
arch,Audacity,libpango-1.0
arch,Audacity,libXinerama
arch,Audacity,libsuil-0
arch,Audacity,libgraphite2
arch,Audacity,libwx_baseu_net-3.0
arch,Audacity,libstdc++
arch,Audacity,libxcb-render
arch,Audacity,liblzma
arch,Audacity,libgcc_s
arch,Audacity,libwx_baseu_xml-3.0
arch,Audacity,libpcre
arch,Audacity,liblilv-0
arch,Audacity,libsndfile
arch,Audacity,libXfixes
arch,Audacity,libXdamage
arch,Audacity,libpthread
arch,Audacity,libfontconfig
arch,Audacity,libdbus-1
arch,Audacity,libthai
arch,Audacity,libXrender
arch,Audacity,libvorbisenc
arch,Audacity,libXcomposite
arch,Audacity,libmount
arch,Audacity,libepoxy
arch,Audacity,libserd-0
arch,Audacity,libXi
arch,Audacity,libsord-0
arch,Audacity,libgomp
arch,Audacity,libfreetype
arch,Audacity,libid3tag
arch,Audacity,libjack
arch,Audacity,libresolv
arch,Audacity,libz
arch,Audacity,libexpat
arch,Audacity,libpng16
arch,Audacity,libm
arch,Keepassxc,libdouble-conversion
arch,Keepassxc,libglib-2.0
arch,Keepassxc,libbz2
arch,Keepassxc,libyubikey
arch,Keepassxc,libX11
arch,Keepassxc,librt
arch,Keepassxc,libXext
arch,Keepassxc,libssl
arch,Keepassxc,libpthread
arch,Keepassxc,libdbus-1
arch,Keepassxc,libgcrypt
arch,Keepassxc,libjson-c
arch,Keepassxc,libpcre2-16
arch,Keepassxc,libsodium
arch,Keepassxc,libxcb
arch,Keepassxc,libdl
arch,Keepassxc,libgpg-error
arch,Keepassxc,libicudata
arch,Keepassxc,libicui18n
arch,Keepassxc,libc
arch,Keepassxc,libQt5Widgets
arch,Keepassxc,libXdmcp
arch,Keepassxc,libykpers-1
arch,Keepassxc,libQt5Core
arch,Keepassxc,libGL
arch,Keepassxc,libicuuc
arch,Keepassxc,libfreetype
arch,Keepassxc,libcrypto
arch,Keepassxc,libusb-1.0
arch,Keepassxc,libsystemd
arch,Keepassxc,liblz4
arch,Keepassxc,libXau
arch,Keepassxc,libQt5Gui
arch,Keepassxc,libargon2
arch,Keepassxc,libgraphite2
arch,Keepassxc,libGLdispatch
arch,Keepassxc,libharfbuzz
arch,Keepassxc,libQt5DBus
arch,Keepassxc,libstdc++
arch,Keepassxc,libudev
arch,Keepassxc,ld-linux-x86-64
arch,Keepassxc,libz
arch,Keepassxc,libpng16
arch,Keepassxc,liblzma
arch,Keepassxc,libgcc_s
arch,Keepassxc,libGLX
arch,Keepassxc,libm
arch,Keepassxc,libpcre
arch,Keepassxc,libQt5Network
arch,Libreoffice,liblnglo
arch,Libreoffice,libgssapi_krb5
arch,Libreoffice,libbz2
arch,Libreoffice,libsvtlo
arch,Libreoffice,libXext
arch,Libreoffice,libuno_cppu
arch,Libreoffice,libxolo
arch,Libreoffice,libfwilo
arch,Libreoffice,libjvmfwklo
arch,Libreoffice,libgcrypt
arch,Libreoffice,libk5crypto
arch,Libreoffice,libunoidllo
arch,Libreoffice,libsofficeapp
arch,Libreoffice,libclewlo
arch,Libreoffice,libkrb5support
arch,Libreoffice,libdl
arch,Libreoffice,libboost_system
arch,Libreoffice,libgobject-2.0
arch,Libreoffice,libicudata
arch,Libreoffice,libcom_err
arch,Libreoffice,libopencllo
arch,Libreoffice,libcairo
arch,Libreoffice,libcanvastoolslo
arch,Libreoffice,libgpgmepp
arch,Libreoffice,libeditenglo
arch,Libreoffice,liblz4
arch,Libreoffice,libnspr4
arch,Libreoffice,liborcus-0.13
arch,Libreoffice,libgio-2.0
arch,Libreoffice,libkrb5
arch,Libreoffice,libp11-kit
arch,Libreoffice,libxml2
arch,Libreoffice,libboost_chrono
arch,Libreoffice,libsaxlo
arch,Libreoffice,libboost_locale
arch,Libreoffice,libhogweed
arch,Libreoffice,libjvmaccesslo
arch,Libreoffice,libcrypt
arch,Libreoffice,librt
arch,Libreoffice,liblcms2
arch,Libreoffice,liborcus-parser-0.13
arch,Libreoffice,libcups
arch,Libreoffice,libxcb
arch,Libreoffice,libjpeg
arch,Libreoffice,libdbtoolslo
arch,Libreoffice,libxmlreaderlo
arch,Libreoffice,libstorelo
arch,Libreoffice,libblkid
arch,Libreoffice,libsmime3
arch,Libreoffice,libicui18n
arch,Libreoffice,libnghttp2
arch,Libreoffice,libicuuc
arch,Libreoffice,libuuid
arch,Libreoffice,libgnutls
arch,Libreoffice,libucbhelper
arch,Libreoffice,libreglo
arch,Libreoffice,libkeyutils
arch,Libreoffice,libcppcanvaslo
arch,Libreoffice,libavmedialo
arch,Libreoffice,libuno_cppuhelpergcc3
arch,Libreoffice,libharfbuzz
arch,Libreoffice,ld-linux-x86-64
arch,Libreoffice,libpixman-1
arch,Libreoffice,libassuan
arch,Libreoffice,libnss3
arch,Libreoffice,libX11
arch,Libreoffice,libssl
arch,Libreoffice,libsvxlo
arch,Libreoffice,libffi
arch,Libreoffice,libsblo
arch,Libreoffice,libutllo
arch,Libreoffice,libnssutil3
arch,Libreoffice,libboost_filesystem
arch,Libreoffice,libavahi-common
arch,Libreoffice,libgpg-error
arch,Libreoffice,libpsl
arch,Libreoffice,libtasn1
arch,Libreoffice,libc
arch,Libreoffice,libuno_sal
arch,Libreoffice,libXdmcp
arch,Libreoffice,libgmodule-2.0
arch,Libreoffice,libgpgme
arch,Libreoffice,libxcb-shm
arch,Libreoffice,libcrypto
arch,Libreoffice,libsystemd
arch,Libreoffice,libXau
arch,Libreoffice,libplds4
arch,Libreoffice,libsotlo
arch,Libreoffice,libgraphite2
arch,Libreoffice,libgmp
arch,Libreoffice,libxcb-render
arch,Libreoffice,libstdc++
arch,Libreoffice,liblzma
arch,Libreoffice,libgcc_s
arch,Libreoffice,libi18nlangtag
arch,Libreoffice,libxmlscriptlo
arch,Libreoffice,libvcllo
arch,Libreoffice,libboost_thread
arch,Libreoffice,libsfxlo
arch,Libreoffice,libpcre
arch,Libreoffice,libsvllo
arch,Libreoffice,libdrawinglayerlo
arch,Libreoffice,libboost_iostreams
arch,Libreoffice,libbasegfxlo
arch,Libreoffice,libpthread
arch,Libreoffice,libdbus-1
arch,Libreoffice,libsvxcorelo
arch,Libreoffice,libfontconfig
arch,Libreoffice,libavahi-client
arch,Libreoffice,libdeploymentmisclo
arch,Libreoffice,libXrender
arch,Libreoffice,libfwelo
arch,Libreoffice,libmount
arch,Libreoffice,liblangtag
arch,Libreoffice,libi18nutil
arch,Libreoffice,libepoxy
arch,Libreoffice,libm
arch,Libreoffice,libfreetype
arch,Libreoffice,libunistring
arch,Libreoffice,libcurl
arch,Libreoffice,libharfbuzz-icu
arch,Libreoffice,libresolv
arch,Libreoffice,libnettle
arch,Libreoffice,libtklo
arch,Libreoffice,libtllo
arch,Libreoffice,libcomphelper
arch,Libreoffice,libz
arch,Libreoffice,libexpat
arch,Libreoffice,libpng16
arch,Libreoffice,libidn2
arch,Libreoffice,libglib-2.0
arch,Libreoffice,libuno_salhelpergcc3
arch,Libreoffice,libpdfiumlo
arch,Libreoffice,libplc4
arch,GIMP,libXfixes
arch,GIMP,libXdamage
arch,GIMP,libglib-2.0
arch,GIMP,libgegl-npd-0.4
arch,GIMP,libbz2
arch,GIMP,libatk-1.0
arch,GIMP,libgimpwidgets-2.0
arch,GIMP,libX11
arch,GIMP,librt
arch,GIMP,libXext
arch,GIMP,liblcms2
arch,GIMP,libpthread
arch,GIMP,libffi
arch,GIMP,libfontconfig
arch,GIMP,libjson-c
arch,GIMP,libfribidi
arch,GIMP,libthai
arch,GIMP,libXrender
arch,GIMP,libxcb
arch,GIMP,libgimpthumb-2.0
arch,GIMP,libmount
arch,GIMP,libXcomposite
arch,GIMP,libgdk_pixbuf-2.0
arch,GIMP,libdl
arch,GIMP,libexiv2
arch,GIMP,libgobject-2.0
arch,GIMP,libblkid
arch,GIMP,libc
arch,GIMP,libgimpcolor-2.0
arch,GIMP,libXdmcp
arch,GIMP,libcairo
arch,GIMP,libgimpmath-2.0
arch,GIMP,libXi
arch,GIMP,libuuid
arch,GIMP,libXcursor
arch,GIMP,libbabl-0.1
arch,GIMP,libgmodule-2.0
arch,GIMP,libm
arch,GIMP,libgtk-x11-2.0
arch,GIMP,libfreetype
arch,GIMP,libdatrie
arch,GIMP,libxcb-shm
arch,GIMP,libgimpbase-2.0
arch,GIMP,libXau
arch,GIMP,libXrandr
arch,GIMP,libpangoft2-1.0
arch,GIMP,libgegl-0.4
arch,GIMP,libgexiv2
arch,GIMP,libpango-1.0
arch,GIMP,libpangocairo-1.0
arch,GIMP,libXinerama
arch,GIMP,libresolv
arch,GIMP,libgdk-x11-2.0
arch,GIMP,libgraphite2
arch,GIMP,libgimpconfig-2.0
arch,GIMP,libgimpmodule-2.0
arch,GIMP,libgio-2.0
arch,GIMP,libharfbuzz
arch,GIMP,libxcb-render
arch,GIMP,libstdc++
arch,GIMP,ld-linux-x86-64
arch,GIMP,libz
arch,GIMP,libexpat
arch,GIMP,libpng16
arch,GIMP,libpixman-1
arch,GIMP,libgcc_s
arch,GIMP,libmypaint-1.3
arch,GIMP,libpcre
arch,InkScape,libglib-2.0
arch,InkScape,libpotrace
arch,InkScape,libbz2
arch,InkScape,libgssapi_krb5
arch,InkScape,libatk-1.0
arch,InkScape,libltdl
arch,InkScape,libXext
arch,InkScape,libfribidi
arch,InkScape,libkrb5support
arch,InkScape,libdl
arch,InkScape,libgobject-2.0
arch,InkScape,libicudata
arch,InkScape,libcom_err
arch,InkScape,libcairo
arch,InkScape,libopenjp2
arch,InkScape,libaspell
arch,InkScape,libpangoft2-1.0
arch,InkScape,libpangocairo-1.0
arch,InkScape,libnspr4
arch,InkScape,libgio-2.0
arch,InkScape,libkrb5
arch,InkScape,libgiomm-2.4
arch,InkScape,libxml2
arch,InkScape,libtiff
arch,InkScape,librt
arch,InkScape,liblcms2
arch,InkScape,libgc
arch,InkScape,libjpeg
arch,InkScape,libxcb
arch,InkScape,librevenge-stream-0.0
arch,InkScape,libblkid
arch,InkScape,libsmime3
arch,InkScape,libicui18n
arch,InkScape,libnghttp2
arch,InkScape,libicuuc
arch,InkScape,libXcursor
arch,InkScape,libuuid
arch,InkScape,libgtk-x11-2.0
arch,InkScape,libpoppler
arch,InkScape,libgtkspell
arch,InkScape,libkeyutils
arch,InkScape,libpopt
arch,InkScape,libsigc-2.0
arch,InkScape,libharfbuzz
arch,InkScape,libgsl
arch,InkScape,ld-linux-x86-64
arch,InkScape,libpixman-1
arch,InkScape,libnss3
arch,InkScape,libX11
arch,InkScape,libssl
arch,InkScape,libffi
arch,InkScape,librevenge-0.0
arch,InkScape,libatkmm-1.6
arch,InkScape,libnssutil3
arch,InkScape,libgdk_pixbuf-2.0
arch,InkScape,libpsl
arch,InkScape,libc
arch,InkScape,libXdmcp
arch,InkScape,libgdkmm-2.4
arch,InkScape,libgmodule-2.0
arch,InkScape,libdatrie
arch,InkScape,libxcb-shm
arch,InkScape,libcrypto
arch,InkScape,libraqm
arch,InkScape,libXau
arch,InkScape,libXrandr
arch,InkScape,libpango-1.0
arch,InkScape,libplds4
arch,InkScape,libXinerama
arch,InkScape,libMagickCore-6.Q16HDRI
arch,InkScape,libgraphite2
arch,InkScape,libpangomm-1.4
arch,InkScape,libenchant-2
arch,InkScape,libgtkmm-2.4
arch,InkScape,libxcb-render
arch,InkScape,libstdc++
arch,InkScape,liblzma
arch,InkScape,libMagickWand-6.Q16HDRI
arch,InkScape,libgcc_s
arch,InkScape,libpcre
arch,InkScape,libgslcblas
arch,InkScape,libXfixes
arch,InkScape,libXdamage
arch,InkScape,libpthread
arch,InkScape,libfontconfig
arch,InkScape,libglibmm-2.4
arch,InkScape,libthai
arch,InkScape,libXrender
arch,InkScape,libXcomposite
arch,InkScape,libmount
arch,InkScape,libxslt
arch,InkScape,libpoppler-glib
arch,InkScape,libatomic_ops
arch,InkScape,libMagick++-6.Q16HDRI
arch,InkScape,libXi
arch,InkScape,libgomp
arch,InkScape,libfreetype
arch,InkScape,libunistring
arch,InkScape,libcurl
arch,InkScape,libresolv
arch,InkScape,libgdk-x11-2.0
arch,InkScape,liblqr-1
arch,InkScape,libz
arch,InkScape,libcairomm-1.0
arch,InkScape,libpng16
arch,InkScape,libexpat
arch,InkScape,libidn2
arch,InkScape,libm
arch,InkScape,libcdr-0.1
arch,InkScape,libk5crypto
arch,InkScape,libplc4
arch,VLC,libvlccore
arch,VLC,libdl
arch,VLC,librt
arch,VLC,libgpg-error
arch,VLC,ld-linux-x86-64
arch,VLC,libsystemd
arch,VLC,libidn
arch,VLC,libpthread
arch,VLC,libc
arch,VLC,liblzma
arch,VLC,libdbus-1
arch,VLC,libm
arch,VLC,liblz4
arch,VLC,libgcrypt
arch,VLC,libvlc
